time,epoch,acc_train,acc_val,lr,loss_train
11-13_18:02,67,85.05343082114736,89.75115984816533,0.00024547929212481435,0.33493010324708505
11-13_18:07,68,85.41197975253094,89.47701391817799,0.00023208660251050156,0.3273488894104957
11-13_18:12,69,85.54555680539933,89.7722479966259,0.00021895831107393465,0.31973928877811714
11-13_18:17,70,85.28543307086615,89.68789540278364,0.00020610737385376348,0.32603351453716833
11-13_18:22,71,85.72834645669292,89.37157317587516,0.00019354647317351172,0.3219609291198551
11-13_18:27,72,85.44010123734533,89.75115984816533,0.00018128800512565513,0.31566282246219973
11-13_18:32,73,85.58070866141732,89.7722479966259,0.00016934406733817414,0.3192363679911313
11-13_18:37,74,85.80568053993251,89.49810206663855,0.00015772644703565563,0.31702256000108936
11-13_18:42,75,85.8689538807649,89.24504428511177,0.00014644660940672628,0.3152789079071428
11-13_18:47,76,85.76349831271091,90.34162800506115,0.00013551568628929433,0.3076393827293694
11-13_18:52,77,86.22047244094489,89.85660059046816,0.0001249444651847702,0.30973185843296264
11-13_18:57,78,86.06580427446569,90.02530577815268,0.00011474337861210544,0.30814981383554046
11-13_19:02,79,85.9955005624297,89.8355124420076,0.00010492249381215479,0.3057704239916267
11-13_19:07,80,86.28374578177728,90.21509911429777,9.549150281252633e-05,0.3051009494434581
11-13_19:12,81,86.32592800899887,90.38380430198228,8.645971286271914e-05,0.30538376502776443
11-13_19:17,82,86.25562429696288,90.0042176296921,7.783603724899258e-05,0.30007810714874356
11-13_19:22,83,86.69150731158605,89.89877688738929,6.962898649802813e-05,0.3033961498168076
11-13_19:27,84,86.50871766029246,90.51033319274568,6.184665997806821e-05,0.301596221126867
11-13_19:32,85,86.60714285714286,90.2572754112189,5.449673790581611e-05,0.29989053961936013
11-13_19:37,86,86.52980877390326,90.32053985660059,4.758647376699032e-05,0.29746981981430143
11-13_19:42,87,86.53683914510687,89.96204133277098,4.112268715800954e-05,0.29853815963763897
11-13_19:47,88,86.83914510686164,90.34162800506115,3.5111757055874326e-05,0.2950544925553076
11-13_19:51,89,86.78993250843645,90.0042176296921,2.9559615522887274e-05,0.29651837901452965
11-13_19:56,90,87.13442069741282,90.23618726275834,2.4471741852423235e-05,0.29081974374444314
11-13_20:01,91,86.90944881889764,90.48924504428511,1.9853157161528523e-05,0.2916192981969105
11-13_20:06,92,87.02193475815523,89.91986503584985,1.5708419435684518e-05,0.2906382646453513
11-13_20:11,93,87.5070303712036,90.34162800506115,1.2041619030626338e-05,0.29043209497513395
11-13_20:16,94,87.37345331833521,90.23618726275834,8.856374635655639e-06,0.28464893308583267
11-13_20:21,95,87.28205849268842,90.32053985660059,6.15582970243117e-06,0.29169442074352464
11-13_20:26,96,87.11332958380203,90.29945170814003,3.942649342761117e-06,0.2907594836662326
11-13_20:31,97,87.30314960629921,90.32053985660059,2.219017698460002e-06,0.28819612328256083
11-13_20:36,98,86.95866141732283,90.2572754112189,9.866357858642206e-07,0.2898656592777605
11-13_20:41,99,86.92350956130484,90.38380430198228,2.467198171342e-07,0.29097319657213233
