time,epoch,num_iter,loss
11-13_13:00,7,3394,0.603633769495147
11-13_13:00,7,3414,0.6017901701728505
11-13_13:00,7,3434,0.6024266088381411
11-13_13:00,7,3454,0.6105257146498739
11-13_13:00,7,3474,0.6115790408518582
11-13_13:01,7,3494,0.6131046524173336
11-13_13:01,7,3514,0.6129001300036907
11-13_13:01,7,3534,0.6113652796262787
11-13_13:01,7,3554,0.6121758881617677
11-13_13:02,8,3579,0.5813394755125045
11-13_13:02,8,3599,0.5967373982071876
11-13_13:03,8,3619,0.5998564183712007
11-13_13:03,8,3639,0.5997105471789838
11-13_13:03,8,3659,0.5953852605819702
11-13_13:03,8,3679,0.5963578234116238
11-13_13:03,8,3699,0.5957971008760589
11-13_13:04,8,3719,0.5964584590867161
11-13_13:04,8,3739,0.596455321874883
11-13_13:04,8,3759,0.5956022405624386
11-13_13:04,8,3779,0.5993398655544624
11-13_13:04,8,3799,0.5978685922920699
11-13_13:04,8,3819,0.5962516961189411
11-13_13:05,8,3839,0.5935532014284808
11-13_13:05,8,3859,0.5923335218429561
11-13_13:05,8,3879,0.5913386613130563
11-13_13:05,8,3899,0.5923614512471588
11-13_13:05,8,3919,0.5902820432351691
11-13_13:06,8,3939,0.5918439778058148
11-13_13:06,8,3959,0.5912209331989283
11-13_13:06,8,3979,0.5937381584019883
11-13_13:06,8,3999,0.5946711595762854
11-13_13:07,9,4024,0.6025069281458855
11-13_13:07,9,4044,0.5836376681923866
11-13_13:07,9,4064,0.5995350102583566
11-13_13:08,9,4084,0.6013779554516078
11-13_13:08,9,4104,0.5990420138835907
11-13_13:08,9,4124,0.5970480717718603
11-13_13:08,9,4144,0.5923362510544915
11-13_13:08,9,4164,0.5918949481099846
11-13_13:09,9,4184,0.5915319548712836
11-13_13:09,9,4204,0.5917957153916359
11-13_13:09,9,4224,0.5922910892150621
11-13_13:09,9,4244,0.5941415974249443
11-13_13:09,9,4264,0.5937194941135557
11-13_13:10,9,4284,0.5929858878254894
11-13_13:10,9,4304,0.5905992743372919
11-13_13:10,9,4324,0.5913046812638644
11-13_13:10,9,4344,0.5912660547915631
11-13_13:10,9,4364,0.5910318315029147
11-13_13:11,9,4384,0.5923521871629515
11-13_13:11,9,4404,0.5918574783205987
11-13_13:11,9,4424,0.5913013983340492
11-13_13:11,9,4444,0.5904440201818947
11-13_13:12,10,4469,0.5727534726262092
11-13_13:12,10,4489,0.5905395396053791
11-13_13:12,10,4509,0.5953373839457831
11-13_13:13,10,4529,0.5894899524748326
11-13_13:13,10,4549,0.5926308175921441
11-13_13:13,10,4569,0.5896666881938775
11-13_13:13,10,4589,0.5883685197149002
11-13_13:13,10,4609,0.5843513617292044
11-13_13:14,10,4629,0.584334640204906
11-13_13:14,10,4649,0.5857602180540559
11-13_13:14,10,4669,0.5871123947880481
11-13_13:14,10,4689,0.5888321209698912
11-13_13:14,10,4709,0.5871922020728768
11-13_13:15,10,4729,0.5866257646254128
11-13_13:15,10,4749,0.5858715959390001
11-13_13:15,10,4769,0.5854810257442293
11-13_13:15,10,4789,0.5862745753105946
11-13_13:15,10,4809,0.5869678539534409
11-13_13:16,10,4829,0.5861843945164428
11-13_13:16,10,4849,0.5860397503525017
11-13_13:16,10,4869,0.5859539570552961
11-13_13:16,10,4889,0.5894385247745294
11-13_13:17,11,4914,0.5449913680553437
11-13_13:17,11,4934,0.5682273998856544
11-13_13:18,11,4954,0.5648008942604064
11-13_13:18,11,4974,0.5635313823819158
11-13_13:18,11,4994,0.5776444432139394
11-13_13:18,11,5014,0.5777668036520478
11-13_13:18,11,5034,0.5797304208789548
11-13_13:18,11,5054,0.578483526036143
11-13_13:19,11,5074,0.5747053230802214
11-13_13:19,11,5094,0.5781615322828288
11-13_13:19,11,5114,0.5789102123542262
11-13_13:19,11,5134,0.5785871986299749
11-13_13:19,11,5154,0.5781462704906092
11-13_13:20,11,5174,0.577421001132045
11-13_13:20,11,5194,0.57753625323375
11-13_13:20,11,5214,0.5778849667869503
11-13_13:20,11,5234,0.5781052237924404
11-13_13:20,11,5254,0.5792118573354346
11-13_13:21,11,5274,0.5780689534388086
11-13_13:21,11,5294,0.578997282683849
11-13_13:21,11,5314,0.577308321282977
11-13_13:21,11,5334,0.5746116134253411
11-13_13:22,12,5359,0.5341423436999321
11-13_13:22,12,5379,0.551681823283434
11-13_13:23,12,5399,0.562774799764156
11-13_13:23,12,5419,0.5625307783484458
11-13_13:23,12,5439,0.5571709644794463
11-13_13:23,12,5459,0.5634096272289753
11-13_13:23,12,5479,0.5645759501627512
11-13_13:24,12,5499,0.5639642721042039
11-13_13:24,12,5519,0.5645813412136503
11-13_13:24,12,5539,0.5685326732695105
11-13_13:24,12,5559,0.5696009337902073
11-13_13:24,12,5579,0.5712102713684247
11-13_13:25,12,5599,0.5731423375698242
11-13_13:25,12,5619,0.5728630074432922
11-13_13:25,12,5639,0.5714359937111542
11-13_13:25,12,5659,0.5729551095515495
11-13_13:25,12,5679,0.5738315922372487
11-13_13:25,12,5699,0.5728975023660401
11-13_13:26,12,5719,0.5715116567517587
11-13_13:26,12,5739,0.5714042153209451
11-13_13:26,12,5759,0.5707700567586081
11-13_13:26,12,5779,0.5695791752500966
11-13_13:27,13,5804,0.9825476109981537
11-13_13:27,13,5824,0.7792016506195067
11-13_13:28,13,5844,0.7117877905567489
11-13_13:28,13,5864,0.6746233865618706
11-13_13:28,13,5884,0.646930505335331
11-13_13:28,13,5904,0.6287457490960758
11-13_13:28,13,5924,0.6229324917708126
11-13_13:28,13,5944,0.6154796199873092
11-13_13:29,13,5964,0.6080266810125777
11-13_13:29,13,5984,0.6033703805506232
11-13_13:29,13,6004,0.5995582661845468
11-13_13:29,13,6024,0.5951187606900928
11-13_13:29,13,6044,0.5928327046907864
11-13_13:30,13,6064,0.5937092054103101
11-13_13:30,13,6084,0.6053817175825433
11-13_13:30,13,6104,0.6035481326282022
11-13_13:30,13,6124,0.6007127647014221
11-13_13:30,13,6144,0.5985119442145026
11-13_13:31,13,6164,0.5963430108208405
11-13_13:31,13,6184,0.594876602143049
11-13_13:31,13,6204,0.5936960122414996
11-13_13:31,13,6224,0.5908559943464666
11-13_13:32,14,6249,0.5411053538322449
11-13_13:32,14,6269,0.5573733538389207
11-13_13:32,14,6289,0.5609317332506182
11-13_13:33,14,6309,0.5601794458925726
11-13_13:33,14,6329,0.5628511643409733
11-13_13:33,14,6349,0.5606087148189546
11-13_13:33,14,6369,0.5576342548642842
11-13_13:33,14,6389,0.5583807358518246
11-13_13:34,14,6409,0.5593745443556047
11-13_13:34,14,6429,0.5576543706655509
11-13_13:34,14,6449,0.5559478823434229
11-13_13:34,14,6469,0.5529957753916588
11-13_13:34,14,6489,0.5553893493918278
11-13_13:35,14,6509,0.5584953417735444
11-13_13:35,14,6529,0.5582040117184321
11-13_13:35,14,6549,0.5593342765234414
11-13_13:35,14,6569,0.5586186978746867
11-13_13:35,14,6589,0.5583701473143369
11-13_13:36,14,6609,0.559314648807049
11-13_13:36,14,6629,0.5579639064520597
11-13_13:36,14,6649,0.557562396072206
11-13_13:36,14,6669,0.5570250941948457
11-13_13:37,15,6694,0.5722391754388809
11-13_13:37,15,6714,0.5588374406099319
11-13_13:38,15,6734,0.5566259900728862
11-13_13:38,15,6754,0.5657589316368105
11-13_13:38,15,6774,0.5730483597517017
11-13_13:38,15,6794,0.5724659870068235
11-13_13:38,15,6814,0.56889709936721
11-13_13:39,15,6834,0.5682090869173411
11-13_13:39,15,6854,0.5681616937120758
11-13_13:39,15,6874,0.5676211409270765
11-13_13:39,15,6894,0.5654371132904836
11-13_13:39,15,6914,0.564864917347829
11-13_13:39,15,6934,0.5656030098979292
11-13_13:40,15,6954,0.5632301711610386
11-13_13:40,15,6974,0.5618140873312949
11-13_13:40,15,6994,0.5616648795083166
11-13_13:40,15,7014,0.5608121187371367
11-13_13:40,15,7034,0.5630997768706748
11-13_13:41,15,7054,0.563158562308864
11-13_13:41,15,7074,0.5634226758033041
11-13_13:41,15,7094,0.5633089536712288
11-13_13:41,15,7114,0.5627004743299705
11-13_13:42,16,7139,0.5301641151309013
11-13_13:42,16,7159,0.5384156174957753
11-13_13:42,16,7179,0.5439172253012655
11-13_13:43,16,7199,0.5474899560213087
11-13_13:43,16,7219,0.5522838574647903
11-13_13:43,16,7239,0.5504194614787896
11-13_13:43,16,7259,0.5514397533876557
11-13_13:43,16,7279,0.5539007691666483
11-13_13:44,16,7299,0.5526816098226441
11-13_13:44,16,7319,0.5518177315592766
11-13_13:44,16,7339,0.552241242744706
11-13_13:44,16,7359,0.5514800128837426
11-13_13:44,16,7379,0.5538332315591666
11-13_13:45,16,7399,0.5537531261997568
11-13_13:45,16,7419,0.5514116983612385
11-13_13:45,16,7439,0.5530347277410331
11-13_13:45,16,7459,0.5532641535296163
11-13_13:45,16,7479,0.5520090542733672
11-13_13:46,16,7499,0.5521176333490176
11-13_13:46,16,7519,0.5514591310918338
11-13_13:46,16,7539,0.5510715850052383
11-13_13:46,16,7559,0.5501694778827108
11-13_13:47,17,7584,0.5419522359967232
11-13_13:47,17,7604,0.5496807478368283
11-13_13:48,17,7624,0.5552439446250597
11-13_13:48,17,7644,0.5496706418693063
11-13_13:48,17,7664,0.5482287427783009
11-13_13:48,17,7684,0.5415160372853275
11-13_13:48,17,7704,0.5413856270057812
11-13_13:49,17,7724,0.5428877402096984
11-13_13:49,17,7744,0.5378297073973547
11-13_13:49,17,7764,0.5376260955631731
11-13_13:49,17,7784,0.5372034981846807
11-13_13:49,17,7804,0.536192219580213
11-13_13:49,17,7824,0.5381210473867561
11-13_13:50,17,7844,0.5361467913857525
11-13_13:50,17,7864,0.5392450661460555
11-13_13:50,17,7884,0.5407850510440765
11-13_13:50,17,7904,0.542654439894592
11-13_13:50,17,7924,0.5430584641794363
11-13_13:51,17,7944,0.5424513989373259
11-13_13:51,17,7964,0.5415496193617582
11-13_13:51,17,7984,0.5407700718868346
11-13_13:51,17,8004,0.5405259401960807
11-13_13:52,18,8029,0.5584613174200058
11-13_13:52,18,8049,0.556633667647839
11-13_13:52,18,8069,0.540979899466038
11-13_13:53,18,8089,0.5454920679330827
11-13_13:53,18,8109,0.5459086704254151
11-13_13:53,18,8129,0.5452433121701082
11-13_13:53,18,8149,0.5465295957667486
11-13_13:53,18,8169,0.5473789660260081
11-13_13:54,18,8189,0.5446017700764869
11-13_13:54,18,8209,0.5462099784612657
11-13_13:54,18,8229,0.5440597530115736
11-13_13:54,18,8249,0.545056558524569
11-13_13:54,18,8269,0.543726654465382
11-13_13:55,18,8289,0.5422414843525206
11-13_13:55,18,8309,0.542456805606683
11-13_13:55,18,8329,0.5436118085868655
11-13_13:55,18,8349,0.5440167247372513
11-13_13:55,18,8369,0.5452821350759929
11-13_13:56,18,8389,0.5451079949736592
11-13_13:56,18,8409,0.5461725287139414
11-13_13:56,18,8429,0.5462904136805303
11-13_13:56,18,8449,0.5474995084784243
11-13_13:57,19,8474,0.529598416388035
11-13_13:57,19,8494,0.5218383982777595
11-13_13:57,19,8514,0.5276771436134974
11-13_13:58,19,8534,0.5330139998346566
11-13_13:58,19,8554,0.5309993290901184
11-13_13:58,19,8574,0.5318687555690607
11-13_13:58,19,8594,0.5367622318012374
11-13_13:58,19,8614,0.5349888935685156
11-13_13:59,19,8634,0.5302227800091106
11-13_13:59,19,8654,0.5285132099688051
11-13_13:59,19,8674,0.5330536515875294
11-13_13:59,19,8694,0.5354670763015743
11-13_13:59,19,8714,0.5365970239043231
11-13_14:00,19,8734,0.5338394270411555
11-13_14:00,19,8754,0.5339715345700576
11-13_14:00,19,8774,0.5328723577782508
11-13_14:00,19,8794,0.5326331762706528
11-13_14:00,19,8814,0.5308616411354803
11-13_14:01,19,8834,0.5309105920948477
11-13_14:01,19,8854,0.5315211016684767
11-13_14:01,19,8874,0.5307456605491182
11-13_14:01,19,8894,0.5315712082792411
11-13_14:02,20,8919,0.5432535693049432
11-13_14:02,20,8939,0.5448048882186415
11-13_14:02,20,8959,0.5261442154645922
11-13_14:03,20,8979,0.5234340604394676
11-13_14:03,20,8999,0.5224103099107746
11-13_14:03,20,9019,0.525191083302101
11-13_14:03,20,9039,0.526280611114843
11-13_14:03,20,9059,0.5264735268428925
11-13_14:04,20,9079,0.5273381171955007
11-13_14:04,20,9099,0.5260257780551916
11-13_14:04,20,9119,0.5271947593851527
11-13_14:04,20,9139,0.5293282339970273
11-13_14:04,20,9159,0.5328878673223351
11-13_14:05,20,9179,0.5343060347650735
11-13_14:05,20,9199,0.5343305345376335
11-13_14:05,20,9219,0.533140023238957
11-13_14:05,20,9239,0.5317268796703395
11-13_14:05,20,9259,0.5307559265030758
11-13_14:06,20,9279,0.532566221607359
11-13_14:06,20,9299,0.530631309002638
11-13_14:06,20,9319,0.5315494626760485
11-13_14:06,20,9339,0.5320137582042006
11-13_14:07,21,9364,0.5201262503862383
11-13_14:07,21,9384,0.5404325745999813
11-13_14:08,21,9404,0.5417712425192196
11-13_14:08,21,9424,0.5329513825476171
11-13_14:08,21,9444,0.5251987910270692
11-13_14:08,21,9464,0.5238218627870083
11-13_14:08,21,9484,0.522535596362182
11-13_14:09,21,9504,0.5199520261958241
11-13_14:09,21,9524,0.5203383765286869
11-13_14:09,21,9544,0.5225249335169794
11-13_14:09,21,9564,0.5209193855524064
11-13_14:09,21,9584,0.5182230188200873
11-13_14:09,21,9604,0.5198502115332164
11-13_14:10,21,9624,0.5191533267498016
11-13_14:10,21,9644,0.5164227707187334
11-13_14:10,21,9664,0.5149207305163148
11-13_14:10,21,9684,0.5162552349707664
11-13_14:10,21,9704,0.5192227117717269
11-13_14:11,21,9724,0.5189448019391613
11-13_14:11,21,9744,0.5183010667562485
11-13_14:11,21,9764,0.517646260417643
11-13_14:11,21,9784,0.5179025029594245
11-13_14:12,22,9809,0.5394743487238886
11-13_14:12,22,9829,0.5278819352388382
11-13_14:13,22,9849,0.5171983132759729
11-13_14:13,22,9869,0.5115722078830003
11-13_14:13,22,9889,0.5220857772231101
11-13_14:13,22,9909,0.5232131953040756
11-13_14:13,22,9929,0.5289687092815124
11-13_14:14,22,9949,0.5297271057963371
11-13_14:14,22,9969,0.5286165717575285
11-13_14:14,22,9989,0.5262354020774365
11-13_14:14,22,10009,0.5228566125035287
11-13_14:14,22,10029,0.5218734768529734
11-13_14:15,22,10049,0.5203400368873891
11-13_14:15,22,10069,0.5198173535721642
11-13_14:15,22,10089,0.5193848668535549
11-13_14:15,22,10109,0.5180542388930919
11-13_14:15,22,10129,0.5175160540377395
11-13_14:16,22,10149,0.516501567926672
11-13_14:16,22,10169,0.5176682601633826
11-13_14:16,22,10189,0.5184224176406863
11-13_14:16,22,10209,0.5198688826390678
11-13_14:16,22,10229,0.5197800527919424
11-13_14:17,23,10254,0.5028847262263298
11-13_14:17,23,10274,0.5168741635978223
11-13_14:18,23,10294,0.5305824403961502
11-13_14:18,23,10314,0.5213005337864163
11-13_14:18,23,10334,0.5255072697997095
11-13_14:18,23,10354,0.5163620305558047
11-13_14:18,23,10374,0.516155551799706
11-13_14:19,23,10394,0.5149110279977318
11-13_14:19,23,10414,0.5118777763512397
11-13_14:19,23,10434,0.5108528853952884
11-13_14:19,23,10454,0.5092948264696381
11-13_14:19,23,10474,0.5033576512088377
11-13_14:20,23,10494,0.502987017081334
11-13_14:20,23,10514,0.505262610742024
11-13_14:20,23,10534,0.5066384459535279
11-13_14:20,23,10554,0.5071283270604907
11-13_14:20,23,10574,0.5099818404983072
11-13_14:21,23,10594,0.5079374856419032
11-13_14:21,23,10614,0.5065004547175608
11-13_14:21,23,10634,0.5049967343360184
11-13_14:21,23,10654,0.5045677036756562
11-13_14:21,23,10674,0.5042792315510186
11-13_14:22,24,10699,0.5145931601524353
11-13_14:22,24,10719,0.5061023324728011
11-13_14:23,24,10739,0.49610918760299666
11-13_14:23,24,10759,0.48909526653587804
11-13_14:23,24,10779,0.4873470366001128
11-13_14:23,24,10799,0.49118942717711117
11-13_14:23,24,10819,0.4948628191437038
11-13_14:24,24,10839,0.4933283349499104
11-13_14:24,24,10859,0.4883797241581808
11-13_14:24,24,10879,0.48852388784289336
11-13_14:24,24,10899,0.4879796747456895
11-13_14:24,24,10919,0.4902184226860601
11-13_14:25,24,10939,0.49061185751969966
11-13_14:25,24,10959,0.4914960733481813
11-13_14:25,24,10979,0.49264491319656345
11-13_14:25,24,10999,0.49354646224528526
11-13_14:25,24,11019,0.4963021707008863
11-13_14:26,24,11039,0.4970037620928549
11-13_14:26,24,11059,0.49703459041683257
11-13_14:26,24,11079,0.49691406428813906
11-13_14:26,24,11099,0.49892113599039223
11-13_14:26,24,11119,0.49789519350637057
11-13_14:27,25,11144,0.49651746004819874
11-13_14:28,25,11164,0.5129856407642365
11-13_14:28,25,11184,0.4982672408223151
11-13_14:28,25,11204,0.4932863876223564
11-13_14:28,25,11224,0.4932990640401839
11-13_14:28,25,11244,0.49585041627287857
11-13_14:29,25,11264,0.5006065811429705
11-13_14:29,25,11284,0.5005979541689157
11-13_14:29,25,11304,0.5039078156153359
11-13_14:29,25,11324,0.5030865798890588
11-13_14:29,25,11344,0.5015371777794576
11-13_14:30,25,11364,0.5000765943278865
11-13_14:30,25,11384,0.4996149698129065
11-13_14:30,25,11404,0.5007259160280225
11-13_14:30,25,11424,0.5010256312290823
11-13_14:30,25,11444,0.5007873586378986
11-13_14:30,25,11464,0.5011180986376366
11-13_14:31,25,11484,0.5005210816032352
11-13_14:31,25,11504,0.49926453444518504
11-13_14:31,25,11524,0.497856881767511
11-13_14:31,25,11544,0.49736373438721565
11-13_14:31,25,11564,0.4975245099176056
11-13_14:32,26,11589,0.5048089295625686
11-13_14:33,26,11609,0.5141983576118946
11-13_14:33,26,11629,0.5040650690595307
11-13_14:33,26,11649,0.5010441480204464
11-13_14:33,26,11669,0.5006990970671176
11-13_14:33,26,11689,0.5002313749243814
11-13_14:34,26,11709,0.5047658376395702
11-13_14:34,26,11729,0.5023645428009332
11-13_14:34,26,11749,0.5017843217485484
11-13_14:34,26,11769,0.5095096503943207
11-13_14:34,26,11789,0.5077274283902213
11-13_14:35,26,11809,0.5059551305448017
11-13_14:35,26,11829,0.5052851035617866
11-13_14:35,26,11849,0.5049425695091488
11-13_14:35,26,11869,0.502407162934542
11-13_14:35,26,11889,0.5048041298519824
11-13_14:36,26,11909,0.5046880419201717
11-13_14:36,26,11929,0.5046578956560963
11-13_14:36,26,11949,0.5044479118758133
11-13_14:36,26,11969,0.5034160288795837
11-13_14:36,26,11989,0.5025153761108724
11-13_14:37,26,12009,0.5001957503909419
11-13_14:37,27,12034,0.45027286261320115
11-13_14:38,27,12054,0.4593682408332824
11-13_14:38,27,12074,0.47659166306257245
11-13_14:38,27,12094,0.4735612940043211
11-13_14:38,27,12114,0.4823336079716682
11-13_14:38,27,12134,0.48473601962129287
11-13_14:39,27,12154,0.4791389288646835
11-13_14:39,27,12174,0.4797917537391186
11-13_14:39,27,12194,0.48469901002115673
11-13_14:39,27,12214,0.48096073284745217
11-13_14:39,27,12234,0.48001069954850456
11-13_14:40,27,12254,0.48167840875685214
11-13_14:40,27,12274,0.48112268115465445
11-13_14:40,27,12294,0.48086890855005804
11-13_14:40,27,12314,0.48080929269393285
11-13_14:40,27,12334,0.4829537716694177
11-13_14:40,27,12354,0.48375893989030067
11-13_14:41,27,12374,0.4846759540339312
11-13_14:41,27,12394,0.48402169613461754
11-13_14:41,27,12414,0.4864201875030995
11-13_14:41,27,12434,0.4872316513033141
11-13_14:41,27,12454,0.4856524692340332
11-13_14:42,28,12479,0.44605712294578553
11-13_14:43,28,12499,0.4705053701996803
11-13_14:43,28,12519,0.470099143187205
11-13_14:43,28,12539,0.4694262389093638
11-13_14:43,28,12559,0.4631880924105646
11-13_14:43,28,12579,0.4700806279977163
11-13_14:44,28,12599,0.4716592658843314
11-13_14:44,28,12619,0.4798967052251103
11-13_14:44,28,12639,0.482875250445472
11-13_14:44,28,12659,0.48181287989020366
11-13_14:44,28,12679,0.47974750020287277
11-13_14:45,28,12699,0.484287637844682
11-13_14:45,28,12719,0.4849612900843989
11-13_14:45,28,12739,0.48407498257500803
11-13_14:45,28,12759,0.4824439039826395
11-13_14:45,28,12779,0.4824237312190236
11-13_14:46,28,12799,0.4821901031276762
11-13_14:46,28,12819,0.48109833055900225
11-13_14:46,28,12839,0.48228719442298557
11-13_14:46,28,12859,0.48314088735729477
11-13_14:46,28,12879,0.4833859801647211
11-13_14:47,28,12899,0.4824242550202393
11-13_14:48,29,12924,0.4492453336715698
11-13_14:48,29,12944,0.4722140826284885
